LDA_1,eyeDetection
-0.2591967017476377,0
-0.0218397957510283,0
-0.1376532284446966,0
-0.1407889265423703,0
0.0366765715700411,0
-0.1664887342905506,0
-0.3958705737036782,0
-0.2218866703847243,0
-0.2113535729329061,0
-0.4815856510886176,0
-0.4674505606295491,0
-0.3666629581198704,0
-0.4455168060289266,0
-0.34362023972017,0
-0.1818329515889902,0
-0.3399947251860494,0
-0.4859387701358855,0
-0.2566830536078883,0
-0.123036765892863,0
-0.3000245939909914,0
-0.3266897928875417,0
-0.1340993130728679,0
-0.1023001862345577,0
-0.2740521594003596,0
-0.3189552445981575,0
-0.1895999883143149,0
-0.2157712653240668,0
-0.4122731784844223,0
-0.4502244875722437,0
-0.3958575803374633,0
-0.4710169275178641,0
-0.465052778861532,0
-0.3335581299841786,0
-0.2325786747414762,0
-0.150719613776579,0
-0.178361692213697,0
-0.2577956307941994,0
-0.2057861024196819,0
-0.1740829837632493,0
-0.273005711957375,0
-0.394293519859824,0
-0.2811888500071428,0
-0.0060883484347318,0
0.0136446589752651,0
-0.185810230455555,0
-0.2314267818342144,0
-0.1463616981156708,0
-0.1626196317727885,0
-0.2030462922623591,0
-0.1386763216494563,0
-0.1317836592145438,0
-0.0954833353236499,0
-0.1012453725104376,0
-0.106855518749366,0
-0.0957658442893571,0
0.0111275481014094,0
0.0807259994404122,0
-0.037229997669951,0
-0.1515060594839908,0
-0.1335069587826125,0
-0.0090694313756486,0
0.0322373577750091,0
0.0929891720159069,0
0.2937696402891417,0
0.4029472012814646,0
0.2869579058884154,0
0.2110713997403328,0
0.3244692572550673,0
-1.7438113423197148,0
-1.8301495371579877,0
-1.6867250957345752,0
-1.7206817973234194,0
-1.680886636262912,0
-1.569612289097884,0
-1.605146611991433,0
-1.5432715032383246,0
0.3819158231770608,0
0.1388754278150846,0
0.0406175730904155,0
0.1324805298791848,0
0.0313313065189145,0
-0.1023726937068948,0
-0.0834200582450634,0
-0.212274639390093,0
-0.4621734371131468,0
-0.4723241655570673,0
-0.404983954164583,0
-0.6396029319709313,0
-0.883945567515038,0
-0.7466686490329322,0
-0.6258502008426506,0
-0.772308742206124,0
-1.4007526995322546,0
-1.4265872187716389,0
-1.468777220358702,0
-1.0611878309310956,0
-1.7058360311974587,1
-1.6633649329577365,1
-1.0139262737494232,1
-1.1171036703279058,1
-1.148357003350543,1
-1.013950073622654,1
-1.0656193578146966,1
-1.3506192402139336,1
-1.4692659826794736,1
-1.4275222518271953,1
-1.323483399259516,1
-1.1371604430146771,1
-1.0258425001325726,1
-1.1673073757054613,1
-1.3087101015542886,1
-1.2648445013794454,1
-1.3396466467943862,1
-1.5676403837254964,1
-1.578121901823177,1
-1.4478487879691202,1
-1.584287173888816,1
-1.7308665097773523,1
-1.6480348313435456,1
-1.5653783743465697,1
-1.6450292429877251,1
-1.6547210890922044,1
-1.5047978555905916,1
-1.4826438046774657,1
-1.5809983628308144,1
-1.5452032954659791,1
-1.4943709616871692,1
-1.5154401941143438,1
-1.541317107732687,1
-1.557219146370373,1
-1.5446020222612349,1
-1.419784696924644,1
-1.2876272267835462,1
-1.4433375861097948,1
-1.6304579351490776,1
-1.500963441362564,1
-1.411702514515402,1
-1.6492041374192066,1
-1.5577464377082295,1
-1.1030292948510056,1
-1.0848187982243434,1
-1.231192896709218,1
-1.1668278756230688,1
-1.0061480453080665,1
-0.9246909144544944,1
-1.0324005666725975,1
-1.159750352578283,1
-1.0536481293602726,1
-0.8430430824304709,1
-0.8583639176361222,1
-1.0164387726438622,1
-0.981226472218086,1
-0.9163496100447596,1
-0.8866260871369179,1
-0.8325464389976659,1
-0.8064868302778712,1
-0.8329660560082878,1
-0.8671991974259633,1
-0.9826603459291708,1
-0.9710289023879805,1
-0.8503396281110227,1
-0.9274446781234832,1
-0.9507902139794536,1
-0.7206753399137469,1
-0.6806946390795776,1
-0.8330651992832259,1
-0.8972265204465627,1
-0.7552343020653746,1
-0.600630395548867,1
-0.6158060697714267,1
-0.7186379771014579,1
-0.644576827741058,1
-0.5158821472665721,1
-0.6093233582082391,1
-0.8030318032149978,1
-0.723241325230407,1
-0.5548772610189728,1
-0.646226275257292,1
-0.7854317487856292,1
-0.7601787029118016,1
-0.7363682575304755,1
-0.7893431237202129,1
-0.8210369084506539,1
-0.8052315711313849,1
-0.641991894504575,1
-0.4463278945344068,1
-0.5001724318469212,1
-0.7198810090821033,1
-0.7833682684899107,1
-0.7114126912714147,1
-0.6893695557332928,1
-0.7061264879742559,1
-0.7489278899631887,1
-0.8457780761456426,1
-0.8214568762185295,1
-0.6773757656119871,1
-0.7694447647852509,1
-0.8457234178733114,1
-0.7324470308878374,1
-0.7136645876669927,1
-0.8370878490901412,1
-0.8672118351539644,1
-0.8195059391833842,1
-0.7793413294063714,1
-0.8193033048316644,1
-0.7921905302174349,1
-0.754809233204042,1
-0.8482286645208327,1
-0.8865630039300771,1
-0.7283965765197133,1
-0.6969506293290549,1
-0.8243837388201142,1
-0.7593446711415593,1
-0.5798459495218015,1
-0.4992072846881842,1
-0.5452530213377648,1
-0.7433992019914079,1
-0.7928877344353,1
-0.653873493411657,1
-0.6201369165345615,1
-0.7219227644957528,1
-0.7087824029202184,1
-0.7122837667326629,1
-0.7789633563537883,1
-0.6507929612681961,1
-0.5967080851998969,1
-0.748297028202685,1
-0.7590693842685612,1
-0.610804755862278,1
-0.6858424416418324,1
-0.7558630479156575,1
-0.6648989435617412,1
-0.6127033392391338,1
-0.7133222544246813,1
-0.8046131879570154,1
-0.7580512075656182,1
-0.6406148970593395,1
-0.7298140783493625,1
-0.8488155514874246,1
-0.6947060840507547,1
-0.5281906882178736,1
-0.6358529505382453,1
-0.7212863981683183,1
-0.6175807685957346,1
-0.5637401022983916,1
-0.5751357824110435,1
-0.5787506680194765,1
-0.5040943994280731,1
-0.5145035699476787,1
-0.6239437617902798,1
-0.5894338140507647,1
-0.5129907391710715,1
-0.485470368954708,1
-0.3528014441884712,1
-0.3719524457447173,1
-0.5889927529602315,1
-0.5746171398787951,1
-0.5239821582662239,1
-0.7024018132926022,1
-0.728562792866782,1
-0.4608511320485154,1
-0.3219257683044152,1
-0.4261693744701015,1
-0.7022752111610312,1
-0.653336806342368,1
-0.3374912139659232,1
-0.2996839232709859,1
-0.5219205774423322,1
-0.5486318481413459,1
-0.4362644681049866,1
-0.5307735637217025,1
-0.6681765337519175,1
-0.6252008634161633,1
-0.5758335997710453,1
-0.6686246132346585,1
-0.7180729097484517,1
-0.5887034114788837,1
-0.4707108456811058,1
-0.5643117626174328,1
-0.6915020020952953,1
-0.7717061630740957,1
-0.7525067488518087,1
-0.6469066933791675,1
-0.6322313717475605,1
-0.6827667609149091,1
-0.645973109870515,1
-0.5919260400572135,1
-0.6051730960983688,1
-0.6184178966831133,1
-0.5694458192531371,1
-0.6036039286750968,1
-0.7601132557914633,1
-0.8534691200657566,1
-0.6615071818525216,1
-0.6241455325426277,1
-0.7882278320772776,1
-0.6502345533481536,1
-0.5922670816920743,1
-0.7690474838549332,1
-0.6759126571371149,1
-0.5718975936201681,1
-0.7964447318907728,1
-0.7106663097378974,1
-0.4861407579963105,1
-0.751375044460725,1
-0.8913583391775511,1
-0.7880704266039986,1
-0.8289279509347063,1
-0.7579555667412814,1
-0.5895276927296059,1
-0.689101888919724,1
-0.8060472178198473,1
-0.7435556565508404,1
-0.845037729746815,1
-0.8024129226718757,1
-0.6189956075392646,1
-0.7037806038368206,1
-0.8513509106055731,1
-0.8233161163593491,1
-0.8096318628971079,1
-0.8294418233971674,1
-0.7660872569307925,1
-0.7090957609002421,1
-0.6953222489848381,1
-0.759177425292171,1
-0.7211284131505258,1
-0.6456190143580302,1
-0.6983336753104159,1
-0.69381397522725,1
-0.7187856283497938,1
-0.7261440176004871,1
-0.570757744098289,1
-0.5920231734287694,1
-0.7687221541022548,1
-0.6135178864869171,1
-0.4982068537823702,1
-0.7479105505260372,1
-0.7447626017954476,1
-0.5716473560587433,1
-0.6574216664678333,1
-0.754274370344546,1
-0.6425529071928442,1
-0.5765292510147965,1
-0.6189679756521413,1
-0.6047582093966891,1
-0.5860037897051086,1
-0.4887222837762526,1
-0.4379633531224355,1
-0.5512550704206921,1
-0.7172818393347422,1
-0.6680009839615838,1
-0.5351256533288137,1
-0.5216481945148675,1
-0.5130559676993651,1
-0.5199186658057791,1
-0.4734540325391438,1
-0.3716761865787259,1
-0.4305212654654763,1
-0.5315492158443877,1
-0.4354127067518201,1
-0.4522213286839655,1
-0.6403679132311842,1
-0.5953045904866351,1
-0.4535794019953617,1
-0.510119429506862,1
-0.6373889469755711,1
-0.6698454814954174,1
-0.5183886818121716,1
-0.3444037918097057,1
-0.280845976008877,1
-0.2672238553224518,1
-0.2529723040256008,1
-0.2225864132326421,1
-0.3001489061084349,1
-0.406121007017857,1
-0.4080384318618459,1
-0.2732771996899972,1
-0.275756408528517,1
-0.3994720276908656,1
-0.3679018056188254,1
-0.2697734045942982,1
-0.3045335682524476,1
-0.3130169364447592,1
-0.1445413645818058,1
-0.1491856331749208,1
-0.4493589571947104,1
-0.5037377426263939,1
-0.2616670005786035,1
-0.1549132488281609,1
-0.2651754721794688,1
-0.0918473003211164,1
0.0980489841075537,1
-0.1087895889838693,1
-0.3450350009663567,1
-0.311598664184588,1
-0.2738714157217572,1
-0.2881115629718897,1
-0.2469359488195434,1
-0.2294182998444654,1
-0.1345654014455301,1
-0.0276755845905812,1
-0.1099530248859382,1
-0.2775349874764388,1
-0.3721220644943854,1
-0.2479900984370945,1
-0.0545540269646306,1
0.0699205636562407,1
0.0899487351487361,1
-0.0690999574212633,1
-0.2098747123224837,1
-0.2001811533612719,1
-0.186183345720195,1
-0.1874292251529822,1
-0.1071218835823481,1
-0.0623514097474878,1
-0.0351217392978136,1
-0.0080961049300656,1
-0.1145701496292463,1
-0.1566932504174231,1
-0.0554992790601023,1
-0.0251400736498953,1
-0.0306769048458863,1
-0.0282642182982471,1
-0.0053951549249791,1
-0.0048401363842943,1
0.0945745912776718,1
0.160484379920787,1
0.0435156830328335,1
-0.0462950419057181,1
-0.0149101081928256,1
-0.0226880445772458,1
-0.0911684155331676,1
-0.1012443540549394,1
0.0293805126415966,1
0.2091221664772636,1
0.2646152415687069,1
0.1477805676092338,1
0.1436267861801324,1
0.1347381585386357,1
0.0945268863472232,1
0.1016159114009804,1
0.0948319398186128,1
0.1268774980567464,1
0.1281807744237537,1
0.1089011868660621,1
0.0125672587733195,1
0.0281383777610331,1
0.147641612321475,1
0.1865229210778859,1
0.0734177377214617,1
0.0534222829701991,1
0.1975786592603635,1
0.2184415575900159,1
0.1678858597441768,1
0.1550646264570953,1
0.1623337926086731,1
0.2623520615718235,1
0.3753589698126612,1
0.3356463063467491,1
0.296246946185817,1
0.2857392152985991,1
0.2171272623425934,1
0.1172102248247459,1
0.0885973324354756,1
0.2181147281058373,1
0.3560848986862424,1
0.4390150142149285,1
0.4918649215725098,1
0.5134415908005471,1
0.3841998405996039,1
0.1316219711483277,1
0.0435905996839695,1
0.252002561761986,1
0.4520940778575866,1
0.378476165789976,1
0.348976045939509,1
0.5532625622075281,1
0.4214346094112475,1
0.0549942902326356,1
0.1672140263625114,1
0.3760113557135175,1
0.2277233048458868,1
0.1741296710307,1
0.4304735465550219,1
0.5210878198466675,1
0.4263863004707269,1
0.3556105216208899,1
0.2794568606378877,1
0.2972271175248807,1
0.3266923566003734,1
0.3823593537294333,1
0.3787326584155761,1
0.2873511608357054,1
0.1660203352900607,1
0.1647465939157174,1
0.297438651194217,1
0.3121636135722371,1
0.2194951084924006,1
0.157303434765791,1
0.2213013854556566,1
0.1024313256472021,1
-0.0797891658932859,1
-0.0135897682067846,1
0.0997344625136662,1
0.177875735980559,1
0.1539879860349178,1
0.0314337021821361,1
-0.00197949045504,1
0.0789790538050565,1
0.097137226083648,1
0.0621748130946825,1
0.1381225346264048,1
0.1475607680522948,1
0.0936844728755866,1
0.1588533458011487,1
0.2145917457334419,1
0.1419822871015728,1
0.063767049639094,1
-0.0410389698416342,1
-0.0980248956457333,1
0.0103463101120562,1
0.1596708880043281,1
0.173119851674314,1
0.1430986656296403,1
0.1018135978599527,1
0.1041009199226056,1
0.1440626605419787,1
0.1796354429760887,1
0.1900586756467303,1
0.2506994620485679,1
0.2856699570386671,1
0.2861225776144427,1
0.3265886275920239,1
0.3849249369765047,1
0.4093490727881796,1
0.3338321162731774,1
0.1950815075614605,1
0.0236961170268677,1
0.0104366104294417,1
0.2161775379569897,1
0.3423683922043186,1
0.2656784640386671,1
0.2426712622523399,1
0.3198842698787372,1
0.2761427013970837,1
0.1589654453490991,1
0.1121690920155457,1
0.1129283647335149,1
0.0856452299401831,1
0.1544783299248053,1
0.2375632815823057,1
0.2955503981428085,1
0.2800463143173606,1
0.1936953750679636,1
0.1189107490274185,1
0.0337612442031628,1
-0.0152823047998309,1
0.010679841456917,1
0.2762670068292777,1
0.4202921511186423,1
0.2164313999069679,1
0.0838258092439329,1
0.0180374566825002,1
-0.0182517506139579,1
0.194448143628148,1
0.4681661794574335,1
0.3233137117895897,1
0.1577218870075667,1
0.2874522411028701,1
0.1958323180351235,1
-0.0259755200419544,1
-0.0219301107096572,1
0.0888125053557298,1
0.0468405841386937,1
0.05009158459029,1
0.0357924449309696,1
-0.0303643282223786,1
0.1616143470454951,1
0.2213063819985894,1
0.1104974275967768,1
0.2091319481046492,1
0.2493912717231668,1
0.1158317685231336,1
0.1324445761901342,1
0.1083069341827218,1
-0.0552171450882448,1
0.1264169979184262,1
0.2723251753853998,1
0.1153281801922051,1
0.0940283558490904,1
0.1396952798463837,1
0.1642036954872807,1
0.1262544341915618,1
0.0014943716343114,1
0.0782046019331249,1
0.1631282232599386,1
0.054838268904819,1
0.1214945063304669,1
0.2079854063708004,1
-0.0774153310234217,1
-0.1660426341954425,1
0.0853772579077753,1
0.1729939917405103,1
0.158829003950929,1
0.1805099269366398,1
0.137911591024993,1
0.141558694593603,1
0.1396122193119706,1
-0.040850642669402,1
-0.0730974711720155,1
0.1444974665069075,1
0.2703773746398038,1
0.2139830557783502,1
0.1198610852811874,1
0.1776135872886857,1
0.2829084732154098,1
0.1319366558533439,1
0.0182861369380119,1
0.1674061955762513,1
0.2770140172103014,1
0.1140219324438765,1
0.0057042801921772,1
0.1031412068254911,1
0.1231932298391241,1
0.0529688419568281,1
0.0611599422475709,1
0.1484572679360012,1
0.1941562962544596,1
0.1730369745116451,1
0.0579723188472423,1
-0.0965486815422814,1
-0.0137853157300128,1
0.1908768595921256,1
0.2033964255289058,1
0.0627657437736528,1
-0.0145541756269513,1
-0.0301623154673185,1
0.0540646563772693,1
0.1968531047184148,1
0.1965096592311251,1
0.1975242968984115,1
0.2012665062388019,1
0.1613263244034956,1
0.0400148219399725,1
-0.087791815063757,1
-0.0376875160881249,1
0.0883647751611953,1
0.1103031580062563,1
0.0212666869272011,1
0.0535254562949568,1
0.1736882303839965,1
0.0700744559464461,1
-0.0340219318326534,1
0.0755786407700651,1
0.1966119131957266,1
0.1292546731020494,1
0.0539556363631016,1
0.2330974832772957,1
0.3696322064397228,1
0.2782687412885544,1
0.1388830430874447,1
0.2005865244390236,1
0.1352501608793892,1
-0.1115332086249164,1
-0.034305088101909,1
0.0988002606520955,1
0.0310748263795765,1
0.1872823924254496,1
0.4039927713890184,1
0.1816206728415995,1
-0.0562013581522595,1
0.0580606393283062,1
0.0679277058949688,1
-0.0537000567202561,1
-0.0119134898620882,1
0.0485437791709928,1
0.1258965025640712,1
0.1804474494467595,1
0.0667740895032868,1
0.0366134974448508,1
0.1365993139927819,1
0.119248450190851,1
-0.090536775033005,1
-0.0768143543804821,1
0.1098918738020509,1
0.1251244582511825,1
0.0627158314226991,1
0.0552970615868705,1
-0.0280913273190802,1
-0.1320045260410367,1
0.0474807542260299,1
0.1684666454368705,1
0.0876611235457251,1
-0.0281406899516395,1
-0.0546177225226087,1
0.0457553427202096,1
0.080706536130367,1
-0.0907301611552125,1
-0.1337718758636257,1
0.0395120180622325,1
0.0629729791016837,1
-0.0800264837013793,1
-0.098207344392864,1
-0.0921865842299199,1
-0.0629042711315484,1
0.0186131664035693,1
-0.0496684696568117,1
-0.0955993178329926,1
-0.041958268436571,1
-0.0960518195667515,1
-0.1381942917207351,1
-0.1213318065048603,1
-0.1800073538910417,1
-0.2478840772430181,1
-0.1679611814844846,1
-0.0574823597899672,1
-0.0717321247620441,1
-0.1977020526679678,1
-0.2282002651436092,1
-0.1584459077393358,1
-0.1142900143344768,1
-0.0781693577989751,1
0.0050539193416741,1
0.0696880459960694,1
0.0603254941587996,1
-0.0108394037189629,1
-0.0278399636358677,1
0.0250137954812424,1
0.0326756297002906,1
0.0666556779861138,1
0.1387278562978937,1
0.1060917957369941,1
-0.000931602686432,1
-0.0299261740845873,1
0.0910999792871725,1
0.2287790418481655,1
0.2015932100079986,1
0.1636872165054401,1
0.1069449509228122,1
-0.0694037906728573,1
-0.1270815591634943,1
-0.0548505108564302,1
0.1203102255338882,1
0.247336279449852,1
0.2207808678375635,1
0.1830890890436194,1
0.1910875114334529,1
0.2212463861529408,1
0.2355429273553271,1
0.2138883764639147,1
0.2344395814727495,1
0.3585727259821235,1
0.272233289010734,1
0.0502842085699116,1
0.0567096428680919,1
0.201002763445548,1
0.2924061299141605,1
0.426678433489717,1
0.3125846964468191,1
0.0167851786585499,1
0.2294869364586589,1
0.5574217473499335,1
0.5187925693465322,1
0.4535087911772777,1
0.5333833795639727,1
0.5168563271131368,1
0.4020796766224222,1
0.3261295190420273,1
0.3532195908363125,1
0.3964238095296046,1
0.3823959528843128,1
0.4534209962898914,1
0.556396913175837,1
0.4934013950632412,1
0.3200801983927393,1
0.2274645554757556,1
0.2445216886284061,1
0.3107583049618591,1
0.4103959168663256,1
0.4467053111864692,0
0.3940439221253889,0
0.3916232210876761,0
0.5317111264164223,0
0.5799242625526643,0
0.4774427153892329,0
0.3611654615967667,0
0.3462784501569624,0
0.4477068089072217,0
0.382606559498383,0
0.2021829912592043,0
0.3045617984102486,0
0.4671612394253697,0
0.4178443046743259,0
0.3454442508158632,0
0.330435048618895,0
0.3353427111963095,0
0.3973277142514692,0
0.3905098964024123,0
0.3955424953209225,0
0.4704039842332779,0
0.393308734753103,0
0.3333724676757706,0
0.4223925922953215,0
0.3626729098728642,0
0.1876808531757787,0
0.2353030964251142,0
-0.0611141114293268,0
0.4675907046045757,0
0.4508433357432385,0
0.3790243435303286,0
0.3458652974126875,0
0.4003542788342999,0
0.3094372971990946,0
0.3035493933315251,0
0.4104672502133377,0
0.2140701708929743,0
0.1310011981471573,0
0.4688893800722222,0
0.4702982855924816,0
0.1986737281499593,0
0.2052523011514529,0
0.3828990536092218,0
0.4360614377250602,0
0.322146588039132,0
0.150504357987109,0
0.242789769719465,0
0.4008274983985468,0
0.3062076189226478,0
0.1655228320341883,0
0.281825022884093,0
0.3163279187633369,0
0.0527158646182537,0
0.0243540367372553,0
0.2352518629099109,0
0.031956382558677,0
-0.1953635226143446,0
0.1807324130036372,0
0.5903186795024382,0
0.4587286180530313,0
0.3051071208735993,0
0.418120486993446,0
0.4604876306117199,0
0.2755484177463104,0
0.1705572010534145,0
0.2622762027191339,0
0.2134253016450434,0
0.1594020257106754,0
0.2605520424000382,0
0.2716211953565541,0
0.2106330721707928,0
0.139520785403351,0
0.1908719309570865,0
0.3435722602537354,0
0.3496165653550319,0
0.2021700251666718,0
0.0893877642215165,0
0.1843206509281643,0
0.3935395296076755,0
0.4406115727643988,0
0.3914723972808361,0
0.3654353913770692,0
0.2422814787437406,0
0.0591323523842015,0
0.2091828219066955,0
0.4229983160742854,0
0.266825996582696,0
0.0415468627728044,0
0.1644736991169855,0
0.5421290599039646,0
0.6390222668773347,0
0.2967592272197961,0
0.1556116917342439,0
0.3404435710706057,0
0.4387530217996185,0
0.3388894088115931,0
0.329686531730218,0
0.5067257176378931,0
0.579581624105641,0
0.4465623554101324,0
0.2958284093904968,0
0.3546180229060607,0
0.425770364005025,0
0.3837777596702911,0
0.3793062914208712,0
0.3603617434672167,0
0.3316165129299069,0
0.3829584597006416,0
0.4229000492514302,0
0.5773109986559218,0
0.7812113803133143,0
0.6246973203450278,0
0.3323198748693353,0
0.4008265189775932,0
0.5631153633608083,0
0.4465787699934647,0
0.3245253977380633,0
0.3971671098417508,0
0.4115305542771689,0
0.382803486310673,0
0.4053081063939266,0
0.4431844884500271,0
0.4374026028497927,0
0.4861074672816435,0
0.4857901866961647,0
0.3907194608783829,0
0.4417915599754661,0
0.6117308424538862,0
0.6807698554099484,0
0.5738033873370312,0
0.4514452890124484,0
0.4378277129493508,0
0.4698167982411479,0
0.3677332202796184,0
0.2712176010469057,0
0.3726278339693405,0
0.4483770172262168,0
0.5107002485396794,0
0.5243610279069456,0
0.4760367791045455,0
0.4956374568424345,0
0.4823085297195718,0
0.4690000740436429,0
0.43903447636003,0
0.2447435942829622,0
0.1680648969134492,0
0.3646775838490424,0
0.4022803846051724,0
0.2420755371809966,0
0.380253704069467,0
0.5458208297029353,0
0.3891055992857869,0
0.1789841042859415,0
0.2737148186840878,0
0.42097289089371,0
0.3646161469198946,0
0.2897794422152477,0
0.2754380343780637,0
0.2750037398951416,0
0.2596440770032752,0
0.2706087769452273,0
0.3241118572370043,0
0.1824126220820655,0
0.1146580227204231,0
0.2579082864853836,0
0.1975206854966306,0
0.1212002865489494,0
0.3407469601942878,0
0.3482387442440751,0
0.1104790314486485,0
0.1538927993889165,0
0.2588753632067971,0
0.1874474320728052,0
0.1118932113266132,0
0.1649087850107375,0
0.2985070815837267,0
0.2887190802612804,0
0.0848665969814094,0
0.0322026474782654,0
0.1595673653535391,0
0.015330966925839,0
-0.2457829510733219,0
-0.2853251415704704,0
-0.4536776875183513,0
-0.6127755596021902,0
-0.4309671046505505,0
-0.335395954975175,0
-0.5064367026789227,0
-0.5319820429579889,0
-0.6013450075859955,0
-0.8565813880333379,0
-0.8315767758877194,0
-0.6951883180723786,0
-0.7465446960723033,0
-0.7718147163247312,0
-0.7398244773342776,0
-0.7679216612496793,0
-0.8714502741250498,0
-0.6503816456041478,0
-0.4436793642845195,0
-0.6470885720555495,0
-0.7118714585773961,0
-0.668651659719773,0
-0.8577817299497453,0
-0.9557402998496544,0
-0.7705474444508089,0
-0.7552121942377316,0
-0.8676451804769568,0
-0.743807486415376,0
-0.6614392762810386,0
-0.667697545519036,0
-0.7324949800110311,0
-0.7704542263283073,0
-0.7269000553607465,0
-0.605210100089153,0
-0.5559486434586759,0
-0.7197790700498322,0
-0.7042794548898897,0
-0.5465960212700303,0
-0.6044531300461798,0
-0.63382664150909,0
-0.6158487175651004,0
-0.6751465404604848,0
-0.6336209055499248,0
-0.5736508918915827,0
-0.6917685418799281,0
-0.6755075207481961,0
-0.4353682707158309,0
-0.5061223184605893,0
-0.6403700779307883,0
-0.6305833085066448,0
-0.6693479990991686,0
-0.6457701221423663,0
-0.6304953582090986,0
-0.5752554578033782,0
-0.5138165272778478,0
-0.5524304576577345,0
-0.6979259551178155,0
-0.779414848160828,0
-0.7104688655974677,0
-0.5561244263273997,0
-0.3813015200847267,0
-0.4749720698196933,0
-0.5870062969544935,0
-0.5165346927678341,0
-0.5067732832287564,0
-0.5292509576153037,0
-0.5364363271215498,0
-0.5028462502448513,0
-0.513119154144864,0
-0.6115124556211193,0
-0.6682601012545558,0
-0.51658812498366,0
-0.4393372716644227,0
-0.6116098202150272,0
-0.773281534193183,0
-0.7731867936386105,0
-0.7573776487143487,0
-0.8195283751725794,0
-0.776075204466262,0
-0.7225138457134644,0
-0.7873938162792029,0
-0.8193878564938674,0
-0.5840523721475429,0
-0.4054801541260256,0
-0.6799846531821155,0
-0.779121768351106,0
-0.6125724220027708,0
-0.6447190435516748,0
-0.6787816978661412,0
-0.4638379098597064,0
-0.4504810489343627,0
-0.537365217083678,0
-0.3417000727335322,0
-0.332252098261895,0
-0.6459392963572474,0
-0.7319174093090319,0
-0.5606351684077295,0
-0.5859284590007303,0
-0.6506597515887247,0
-0.4385661479871795,0
-0.3142400148521125,0
-0.4213842471540012,0
-0.4821252102386592,0
-0.4801618895402031,0
-0.5592387601638626,0
-0.6734464745239589,0
-0.6428335915279031,0
-0.4953023334573509,0
-0.4969816687579074,0
-0.6030518544958986,0
-0.5135929491403963,0
-0.397403506883808,0
-0.5026733173650406,0
-0.5274697198314227,0
-0.397631156351346,0
-0.3583315269127717,0
-0.413970317987388,0
-0.5332951687754395,0
-0.4837364876242168,0
-0.452284791392798,0
-0.5666530504881543,0
-0.5838113280265368,0
-0.3821490115492462,0
-0.2592407908881988,0
-0.2699429569071042,0
-0.2820914816802671,0
-0.3872444775448935,0
-0.3638371157261159,0
-0.2213208419459215,0
-0.1971478214691806,0
-0.1629300124174655,0
-0.1159069652582965,0
-0.2302068711616795,0
-0.2585861980252842,0
-0.0242440002374339,0
0.0155514736760227,0
-0.1464037119508406,0
-0.1185613641438144,0
0.0096373290716824,0
0.1089037500972322,0
0.1130724108410203,0
0.0059044665167951,0
-0.0998102208070289,0
-0.2218139099687718,0
-0.2212661642642787,0
-0.0840905815594829,0
-0.0518088749551523,0
-0.0645270104261825,0
0.0175797649253188,0
0.0354633221193668,0
-0.0897458662580224,0
-0.0317363003403862,0
0.0880029029103698,0
-0.0076851092210822,0
-0.0663261489935287,0
-0.0655502607597216,0
-0.0628957745745311,0
0.0093952136278292,0
0.0375722115717628,0
-0.0861962122936929,0
-0.0702789489977463,0
0.0474210642740933,0
-0.0079302417524685,0
-0.0063303995702421,0
0.1568055247337193,0
